id,amazonBiomeArea_ha_10Sites,forestArea_1985_ha_10Sites,otherArea_1985_ha_10Sites,forestArea_2017_ha_10Sites,otherArea_2017_ha_10Sites,workerPerHa_10Sites,cluster,clusterRank,z_2017_10Sites,zbar_2017_10Sites,x_2017_10Sites,b_10Sites,theta_10Sites,gamma_10Sites,gammaSD_10Sites,d_theta_winsorized,pastureArea_value,z_1985_10Sites,zbar_1985_10Sites,a_10Sites,k_10Sites,zeta_10Sites,zeta_alt_10Sites,rho_10Sites,r_10Sites,C_2017_10Sites,C0bern_2017_10Sites,C1bern_2017_10Sites,C2bern_2017_10Sites,C3bern_2017_10Sites,u_10Sites,u_bern_10Sites,theta_scenario2_10Sites,theta_scenario3_10Sites,theta_scenario4_10Sites,theta_scenario5_10Sites,theta2006_10Sites,theta2006_scenario2_10Sites,theta2006_scenario3_10Sites,theta2006_scenario4_10Sites,theta2006_scenario5_10Sites,d_imputation_theta_scenario2_10Sites,d_imputation_theta_scenario3_10Sites,d_imputation_theta_scenario4_10Sites,d_imputation_theta_scenario5_10Sites,theta_soybean_10Sites,p_2017_10Sites,p_2017_alt_10Sites,pSoybean_2017_10Sites,pSoybean_2017_alt_10Sites
1,51346328.79638096,43831861.99889177,5434917.3386455085,39468721.04956319,5481943.42511741,0.04413915963210889,1,6,6396298.631149999,45865019.68071319,20854007204.119564,1090691955.2241888,1.5526279776663265,528.3679493422643,238.11092439082313,0,3715917.773667061,2080191.4823398483,45912053.48123162,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,3.905620909000803,7.330228265621319,10.545699295119972,11.57569570619515,2.1016353586722842,13.199744711207124,24.77381805235928,35.64107775435711,39.122134927192185,0,0,0,0,2811.1076771329936,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
2,33000459.28634331,32679918.106027383,189114.575174967,32133941.765953075,202494.06610108874,0.056191850548752,2,10,667577.0698098139,32801518.83576289,24919299695.697697,1144853311.5485806,1.8118837581850669,775.4821950321849,326.3868095321745,0,1012725.4874152021,134969.66132944086,32814887.767356824,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,3.7274139736808216,6.995762237082344,10.064516713405911,11.047516114764845,2.092185909262409,14.247050701866398,26.739444556916578,38.46894413074233,42.22619846577269,0,0,0,0,2897.6008551307846,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
3,42492297.907285765,31469238.528644446,5340879.619562538,21098990.866275184,5361112.53712193,0.04338351774937154,3,3,16034483.854299499,37133474.720574684,8339735219.814596,660602522.9970559,1.9227172112359132,395.2670188196016,186.89503979250657,0,11044777.314948875,5684468.037516123,37153706.56616057,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,4.167636785560039,7.821990325776672,11.253177237583131,12.352272882503247,2.3756833593654867,12.210756272183946,22.917644302010565,32.970676574290515,36.190916180207836,0,0,0,0,3466.1040348101264,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
4,22293621.974771917,17515688.356011815,2149314.7364930934,11028626.8673756,1766104.1779073903,0.02302019610305823,4,2,9497101.836999957,20525728.704375558,4130009966.0000935,345949176.1377801,3.225379081307782,374.4808864843644,181.83411721516424,0,6855878.9788073385,2624173.9058288606,20139862.261840675,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,4.622613273155957,8.675908713473426,12.481674661252423,13.700757412004398,2.7487488010202332,11.593143363962342,21.758483261412586,31.303039042988004,34.36040081367152,0,0,0,0,3667.206268958544,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
5,12931760.938768912,8029479.193188466,2413821.0516887996,4585160.282784579,2309263.761903509,0.05118241440473048,5,1,6045748.332447606,10630908.615232185,1212263652.5593097,126501887.93117566,1.9137449256299415,264.3885006835789,134.0007102102011,0,6217073.570466753,2496647.726240935,10526126.919429401,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,4.324763064575127,8.11689132066175,11.677439225231634,12.81797245645158,2.0803637309368272,11.833496752666793,22.20958828278292,31.952025368311805,35.07277350790399,0,0,0,0,3732.667206915181,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
6,79179796.1170963,76623540.48764645,2132393.940355138,74282167.09904581,2192506.786774615,0.04360543245335449,6,7,2707786.8729540408,76989953.97199985,46764911995.519066,2181492258.7659326,0.996547848313138,629.5577232307185,271.3797332365783,0,1845781.2104092748,426449.6885696621,77049990.17621611,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,3.8894383062373676,7.299856098185794,10.502004101312943,11.527732811257737,1.7673972457597362,15.253240324040588,28.627902187824503,41.18579080801856,45.20839903269861,0,0,0,0,2540.130648961234,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
7,21468383.50436375,19292186.905624412,767731.1840567968,12831877.705667662,839579.0834118265,0.031067238818637977,7,5,7799483.6558237625,20631361.361491423,6741872739.343588,487867945.5073133,2.5953851008481377,525.4003267476432,249.13135053227649,0,5628786.105758021,1410994.105277365,20703181.010901775,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,4.213177395513949,7.9074627958641965,11.37614298092588,12.487248666222062,3.10606078168118,12.967881211961755,24.338647201031296,35.015015267104225,38.43492503786255,0,0,0,0,3467.9663770306006,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
8,34123364.41499319,33721110.5696782,346329.21105369966,33694794.741247356,376105.5738088406,0.04622857363600304,8,8,57357.19429804351,33752151.9355454,21828714650.02284,984126385.8944472,0.055112364595311485,647.8364037428398,258.88120906217733,0,315136.5734729371,60788.723834994445,33781899.293513194,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,3.3981802898928972,6.377843060816387,9.175541693057527,10.071715076068104,0.141533806955393,11.326328078079138,21.25771347452068,30.582602052858924,33.56959888201768,0,0,0,0,2139.6507397526075,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
9,55575594.75958327,52909682.33564951,1337131.726398423,47404990.57724507,1399888.836701332,0.040626531361877334,9,9,6772366.78223918,54177357.359484255,31061876226.713562,1597737754.6299603,1.9932741892134862,655.2448560473633,291.5506613840158,0,5967833.803713187,1330291.7610304288,54239974.09667994,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,3.852061631029066,7.229706033069276,10.40108207467955,11.41695374979699,2.5831164691721114,13.654564693619236,25.627442704757918,36.86915259307897,40.4701555979558,0,0,0,0,3107.164262942159,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
10,69132007.67297912,61821376.85301329,7019177.127060096,60547861.878414325,7287918.407496814,0.043379787208498395,10,4,1301126.283370603,61848988.16178493,31202626915.904716,1434527922.2389371,0.2863188890892408,515.3382125790414,205.48494570405649,0,1113109.5548944855,296297.20327149675,62117674.056284785,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,1.815039740289752e-9,1.8936879366660955e-9,3.757608848214668,7.052433206421638,10.146046916799175,11.137009357359133,0.7024364475389873,12.490208224858263,23.442131099399308,33.72523425641113,37.01917136524256,0,0,0,0,2535.5581705689674,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
